"Sample_ID","NAT_LOC","Sample_type","WaterYear","Site_name","River","Watershed","Lat_dd","Long_dd","Source","Sr8786","SD"
"THE18010","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707124682433296,NA
"TJ07-01","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076414085,NA
"TJ07-02","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707962972,NA
"TJ07-03","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7075192085,NA
"TJ07-05","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7074682465,NA
"TJ07-06","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7078378025,NA
"TJ07-07","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707686034,NA
"TJ07-08","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707543225,NA
"TJ07-09","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707512183,NA
"TJ07-10","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7074309015,NA
"TJ07-11","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707860792,NA
"TJ07-12","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077083625,NA
"TJ07-13","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707511627,NA
"TJ07-14","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7072830725,NA
"TJ07-15","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708001708,NA
"TJ07-16","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076651765,NA
"TJ07-17","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707098924,NA
"TJ07-18","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707704252,NA
"TJ07-19","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707658813,NA
"TJ07-21","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707724834,NA
"TJ07-22","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707451037,NA
"TJ07-23","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077977575,NA
"TJ07-24","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707820052,NA
"TJ07-25","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70780881,NA
"TJ07-27","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076976745,NA
"TJ07-28","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708055386,NA
"TJ07-29","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7074593675,NA
"TJ07-30","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707443651,NA
"TJ07-31","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7074270385,NA
"TJ07-32","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707449505,NA
"TJ07-62","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077721715,NA
"TJ07-63","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707539724,NA
"TJ10-64","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077360085,NA
"TJ10-65","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707763236,NA
"TJ10-66","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7079439985,NA
"TJ10-67","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077809775,NA
"TJ10-68","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707604322,NA
"TJ10-72","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707170757,NA
"TJ10-73","TUO","otolith_juvenile",2010,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707731645,NA
"TJ10-74","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707396344,NA
"TJ10-75","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.7074051555,NA
"TJ10-76","TUO","otolith_juvenile",2007,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.7072892045,NA
"TJ11-105","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7078984365,NA
"TJ11-112","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7076678775,NA
"TJ11-113","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.708466674,NA
"TJ11-80","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.70793373,NA
"TJ11-82","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.70811195,NA
"TJ11-84","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707692095,NA
"TJ11-90","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.708010414,NA
"TJ11-97","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.708197097,NA
"TJ11-98","TUO","otolith_juvenile",2011,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707756566,NA
"TR14004","TUO","otolith_juvenile",2014,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707811321094865,NA
"TR14008","TUO","otolith_juvenile",2014,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707615865526183,NA
"TR14009","TUO","otolith_juvenile",2014,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707734927570569,NA
"TR14010","TUO","otolith_juvenile",2014,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.70744106722567,NA
"TR14011","TUO","otolith_juvenile",2014,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.707735532778974,NA
"TR16001","TUO","otolith_juvenile",2016,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707618834401247,NA
"TR16002","TUO","otolith_juvenile",2016,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707668154387161,NA
"TR16005","TUO","otolith_juvenile",2016,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707867081823646,NA
"TR16006","TUO","otolith_juvenile",2016,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707793242520077,NA
"TR16010","TUO","otolith_juvenile",2016,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.708086865841161,NA
"TR18001","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.70777185087336,NA
"TR18002","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.7077878712744,NA
"TR18004","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707926309587854,NA
"TR18005","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707651384688744,NA
"TR18007","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707089062694749,NA
"TR18008","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.707848157463716,NA
"TR18010","TUO","otolith_juvenile",2018,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.708025677107923,NA
"TR30001","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"This study",0.7079679065,NA
"TR30002","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707641426,NA
"TR30003","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707651425,NA
"TR30004","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707589429,NA
"TR30005","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707385441,NA
"TR30006","TUO","otolith_juvenile",2003,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707441438,NA
"TR99091","TUO","otolith_juvenile",1999,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707339944,NA
"TR99093","TUO","otolith_juvenile",1999,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707937408,NA
"TR99096","TUO","otolith_juvenile",1999,"Tuolumne River","Tuolumne River","Tuolumne River",37.636176,-120.733592,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7081768935,NA
"YR092209-005","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707468675,NA
"YR092909-012","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.708012007,NA
"YR092909-016","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707335643,NA
"YR092909-022","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707287738,NA
"YR093009-001","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7074705645,NA
"YR093009-016","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707459179,NA
"YR093009-022","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707507109,NA
"YR100609-043","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7074999065,NA
"YR100709-002","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707651082,NA
"YR100709-016","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707464457,NA
"YR100709-023","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707565731,NA
"YR100709-024","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707378524,NA
"YR100709-030","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707595437,NA
"YR100709-041","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707350375,NA
"YR100929-008","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707631794,NA
"YR100930-006","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707414739,NA
"YR101005-038","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7076895535,NA
"YR101005-074","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7074739285,NA
"YR101005-096","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7075582735,NA
"YR101005-097","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7075130895,NA
"YR101006-005","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707412612,NA
"YR101006-035","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707607086,NA
"YR101006-040","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707410245,NA
"YR101006-046","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7076169885,NA
"YR101013-004","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.708060624,NA
"YR101013-029","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.70746629,NA
"YR101014-007","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707503583,NA
"YR101309-010","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707411509,NA
"YR101309-515","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707186092,NA
"YR102109-001","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707120059,NA
"YR102309-008","FEH","otolith_cwt",2008,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707474487,NA
"YR102809-007","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707022136,NA
"YR110409-009","FEH","otolith_cwt",2007,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707403063,NA
"YR19001","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.708155678695165,NA
"YR19002","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.708196479999901,NA
"YR19003","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.708156694459158,NA
"YR19004","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.707812060423963,NA
"YR19005","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.70789698613881,NA
"YR19006","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.707767603107614,NA
"YR19007","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.707903001954371,NA
"YR19008","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.707854442188204,NA
"YR19009","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.707799140024934,NA
"YR19010","YUB","otolith_juvenile",2019,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"This study",0.708019772117028,NA
"YR20380","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708258514,NA
"YR20383","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708347816,NA
"YR20385","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708244963,NA
"YR20387","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7085160945,NA
"YR20392","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70803263,NA
"YR20396","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707558704745615,NA
"YR20403","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7080921235,NA
"YR20406","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7081627145,NA
"YR20409","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708427224,NA
"YR20412","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708602352,NA
"YR20596","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7082013825,NA
"YR20600","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708303948,NA
"YR20603","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70814714,NA
"YR20607","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708330714,NA
