"Sample_ID","NAT_LOC","Sample_type","WaterYear","Site_name","River","Watershed","Lat_dd","Long_dd","Source","Sr8786","SD"
"FEH042114-2","FEH","otolith_juvenile",2014,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707485914,NA
"FEH042114-3","FEH","otolith_juvenile",2014,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7076325085,NA
"FEH042114-4","FEH","otolith_juvenile",2014,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707111681,NA
"FEH042114-5","FEH","otolith_juvenile",2014,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7069580205,NA
"FEH051715-1","FEH","otolith_juvenile",2015,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7075116705,NA
"FEH051715-2","FEH","otolith_juvenile",2015,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707398807,NA
"FEH051715-3","FEH","otolith_juvenile",2015,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707227982,NA
"FEH051715-4","FEH","otolith_juvenile",2015,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.7073327235,NA
"FEH051715-5","FEH","otolith_juvenile",2015,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707062537,NA
"FEH19001","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707851054017044,NA
"FEH19002","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707687352323756,NA
"FEH19003","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.706800135284724,NA
"FEH19004","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707617989946313,NA
"FEH19005","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707349690069776,NA
"FEH19006","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707561706574612,NA
"FEH19007","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707549929217624,NA
"FEH19008","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707812773573791,NA
"FEH19009","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707643978888479,NA
"FEH19010","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707901777999297,NA
"FEH19011","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707390181260679,NA
"FEH19012","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.708107272251553,NA
"FEH19013","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707454269302296,NA
"FEH19014","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.70732583758856,NA
"FEH19015","FEH","otolith_juvenile",2019,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"This study",0.707623569826622,NA
"FH00007","FEH","otolith_juvenile",2000,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076299275,NA
"FH00010","FEH","otolith_juvenile",2000,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707492397,NA
"FH00013","FEH","otolith_juvenile",2000,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707692641,NA
"FH00021","FEH","otolith_juvenile",2000,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707618094,NA
"FH00029","FEH","otolith_juvenile",2000,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707523002,NA
"FH20419","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707644203,NA
"FH20425","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7075312445,NA
"FH20427","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707669552,NA
"FH20431","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076905145,NA
"FH20434","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707522152,NA
"FH40292","FEH","otolith_juvenile",2004,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7075256965,NA
"FH40295","FEH","otolith_juvenile",2004,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707316909,NA
"FH40308","FEH","otolith_juvenile",2004,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7069776405,NA
"FH40312","FEH","otolith_juvenile",2004,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7068737045,NA
"FH40321","FEH","otolith_juvenile",2004,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7072096405,NA
"FH99309","FEH","otolith_juvenile",1999,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706701821,NA
"FH99312","FEH","otolith_juvenile",1999,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706405612,NA
"FH99315","FEH","otolith_juvenile",1999,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7063088895,NA
"FH99319","FEH","otolith_juvenile",1999,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706676189,NA
"FH99506","FEH","otolith_juvenile",1999,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706711832,NA
"FR00065","FEA","otolith_juvenile",2000,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.705712413,NA
"FR00069","FEA","otolith_juvenile",2000,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706091485,NA
"FR00075","FEA","otolith_juvenile",2000,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706258164,NA
"FR00090","FEA","otolith_juvenile",2000,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706126299,NA
"FR00092","FEA","otolith_juvenile",2000,"Feather River","Feather River","Feather River",39.485643,-121.578279,"This study",0.706506417,NA
"FR99275","FEA","otolith_juvenile",1999,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706027558,NA
"FR99276","FEA","otolith_juvenile",1999,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706191999,NA
"FR99278","FEA","otolith_juvenile",1999,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706629221,NA
"FR99279","FEA","otolith_juvenile",1999,"Feather River","Feather River","Feather River",39.485643,-121.578279,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706207562,NA
"FR99281","FEA","otolith_juvenile",1999,"Feather River","Feather River","Feather River",39.485643,-121.578279,"This study",0.706483531,NA
"LAR041916-CS01","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.710339602683053,NA
"LAR041916-CS16","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.709940969244666,NA
"LAR041916-CS17","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.709754165366161,NA
"LAR042116-CS09","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.709908290719986,NA
"LAR042116-CS11","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.710119828348294,NA
"LAR042116-CS14","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.710164999066023,NA
"LAR050316-CS02","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.710075130288405,NA
"LAR050516-CS04","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.709608660573238,NA
"LAR050516-CS09","AME","otolith_juvenile",2016,"American River","American River","American River",38.637822,-121.25476,"This study",0.709241101768426,NA
"LNO11","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707915231233483,NA
"LNO12","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707804262023429,NA
"LNO13","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707765172466888,NA
"LNO136","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707572253855298,NA
"LNO14","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707417433067393,NA
"LNO145","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707468971416071,NA
"LNO19","FEH","otolith_juvenile",2002,"Feather River Hatchery","Feather River","Feather River",39.517296,-121.55289,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707570532207182,NA
"LNO193","CNH","otolith_juvenile",2000,"Coleman National Fish Hatchery","Battle Creek","Lassen Tributaries",40.398198,-122.145263,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.705532740288096,NA
"LNO206","MEH","otolith_juvenile",2002,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708704837335617,NA
"LNO215","MEH","otolith_juvenile",2002,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708914236270781,NA
"LNO218","MEH","otolith_juvenile",2002,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708661167889825,NA
"LNO220","MEH","otolith_juvenile",2002,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708559619212301,NA
"LNO222","CNH","otolith_juvenile",2000,"Coleman National Fish Hatchery","Battle Creek","Lassen Tributaries",40.398198,-122.145263,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706189160740897,NA
"LNO232","MEH","otolith_juvenile",2002,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708836591395713,NA
"LNO263","STA","otolith_juvenile",2002,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706725064155588,NA
"LNO271","STA","otolith_juvenile",2002,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706410742107363,NA
"LNO273","STA","otolith_juvenile",2002,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.70655021686257,NA
"LNO276","STA","otolith_juvenile",2002,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706522165891548,NA
"LNO283","CNH","otolith_juvenile",2000,"Coleman National Fish Hatchery","Battle Creek","Lassen Tributaries",40.398198,-122.145263,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706310645989626,NA
"LNO30009","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708550142063117,NA
"LNO30022","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708748517695236,NA
"LNO30023","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.708829051054088,NA
"LNO318","STA","otolith_juvenile",2002,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.706271787771214,NA
"LNO386","YUB","otolith_juvenile",2002,"Yuba River","Yuba River","Yuba River",39.223357,-121.294154,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.707949871,NA
"LNO502","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.709632054806569,NA
"LNO505","AME","otolith_juvenile",2002,"American River","American River","American River",38.637822,-121.25476,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.709854360887705,NA
"LNO99370","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704220187265012,NA
"LNO99371","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.703805279108244,NA
"LNO99373","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704145359049636,NA
"LNO99374","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704046236676272,NA
"LNO99375","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704951354,NA
"LNO99379","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704127293259469,NA
"LNO99381","BAT","otolith_juvenile",1999,"Battle Creek","Battle Creek","Lassen Tributaries",40.397268,-122.152564,"Barnett-Johnson et al (2008). Limnology and Oceanography 53(4): 1633-1642.",0.704006844744335,NA
"MEH042414-1","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.7086286355,NA
"MEH042414-2","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708562982,NA
"MEH042414-4","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.7084177775,NA
"MEH042414-5","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.7085809385,NA
"MEH042414-6","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.7084745415,NA
"MEH13001","MEH","otolith_juvenile",2013,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708924853300518,NA
"MEH13002","MEH","otolith_juvenile",2013,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.709047204853212,NA
"MEH13003","MEH","otolith_juvenile",2013,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708853269503535,NA
"MEH13004","MEH","otolith_juvenile",2013,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708781428813543,NA
"MEH13005","MEH","otolith_juvenile",2013,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708899533099755,NA
"MEH14001","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708595560901923,NA
"MEH14002","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708689755260795,NA
"MEH14003","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708631018257905,NA
"MEH14004","MEH","otolith_juvenile",2014,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708471148341467,NA
"MEH14006","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.708573028816236,NA
"MEH17001","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.709003069653346,NA
"MEH17002","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.709373177507421,NA
"MEH17003","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.709198921768556,NA
"MEH17004","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.709303248732877,NA
"MEH17005","MEH","otolith_juvenile",2017,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"This study",0.709023559374351,NA
"MH40005","MEH","otolith_juvenile",2004,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7084720075,NA
"MH40010","MEH","otolith_juvenile",2004,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7086340395,NA
"MH40043","MEH","otolith_juvenile",2004,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708689249,NA
"MH40057","MEH","otolith_juvenile",2004,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708524536,NA
"MH40077","MEH","otolith_juvenile",2004,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708622484,NA
"MH90102","MEH","otolith_juvenile",1999,"Merced River Fish Hatchery","Merced River","Merced River",37.516122,-120.372589,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708781432,NA
"MKR00037","MOK","otolith_juvenile",2000,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707000738,NA
"MKR00042","MOK","otolith_juvenile",2000,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707013196,NA
"MKR00059","MOK","otolith_juvenile",2000,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706851965,NA
"MOH00264","MOH","otolith_juvenile",2000,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7078174065,NA
"MOH00273","MOH","otolith_juvenile",2000,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707589919,NA
"MOH00278","MOH","otolith_juvenile",2000,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70756792,NA
"MOH00284","MOH","otolith_juvenile",2000,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707558921,NA
"MOH00292","MOH","otolith_juvenile",2000,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707693913,NA
"MOH16003","MOH","otolith_juvenile",2016,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707351951862848,NA
"MOH16009","MOH","otolith_juvenile",2016,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707459105740022,NA
"MOH16011","MOH","otolith_juvenile",2016,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.70743790098666,NA
"MOH16012","MOH","otolith_juvenile",2016,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707348581693436,NA
"MOH16014","MOH","otolith_juvenile",2016,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707383270276028,NA
"MOH17004","MOH","otolith_juvenile",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707654864802069,NA
"MOH17007","MOH","otolith_juvenile",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707546383470013,NA
"MOH17009","MOH","otolith_juvenile",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.70764188599207,NA
"MOH17014","MOH","otolith_juvenile",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707921430894712,NA
"MOH17015","MOH","otolith_juvenile",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707597791452707,NA
"MOH20121","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707623954,NA
"MOH20122","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70748195,NA
"MOH20126","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707693956,NA
"MOH20131","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7075524515,NA
"MOH20132","MOH","otolith_juvenile",2002,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707512951,NA
"MOH2014-1100","MOH","otolith_juvenile",2014,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707199347,NA
"MOH2014-1102","MOH","otolith_juvenile",2014,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707256233,NA
"MOH2014-1106","MOH","otolith_juvenile",2014,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.7072876595,NA
"MOH2014-1107","MOH","otolith_juvenile",2014,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.7074397445,NA
"MOH2014-1108","MOH","otolith_juvenile",2014,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707295561,NA
"MOH2015-001","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707353239,NA
"MOH2015-002","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707290205,NA
"MOH2015-004","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707241685,NA
"MOH2015-008","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707250837,NA
"MOH2015-009","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.7070523975,NA
"MOH201501","MOH","otolith_juvenile",2015,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707269363588957,NA
"MOH90201","MOH","otolith_juvenile",1999,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707874154814714,NA
"MOH99193","MOH","otolith_juvenile",1999,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707629526,NA
